overall,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_reflexes
82,84,72,50,84,72,85.0,87,81,75,88,78,75,80,78,82,78,50,72,54,87,38,20,75,83,72,77,23,18,15,15,9,9
82,81,74,39,82,77,85.0,82,81,72,84,84,76,91,81,88,77,60,78,65,76,57,63,80,82,79,78,46,48,6,9,7,8
82,83,65,56,81,61,82.0,78,51,73,82,82,82,86,81,88,67,75,79,58,62,75,79,78,77,53,78,81,78,8,9,12,16
82,78,81,77,77,74,79.0,80,64,76,80,89,90,83,81,82,82,75,88,74,74,82,55,83,79,53,77,61,59,14,10,15,13
82,81,75,53,85,74,85.0,85,85,83,88,72,62,83,78,77,80,45,75,49,84,57,62,77,86,78,78,56,56,9,14,11,10
82,69,76,82,83,71,80.0,77,64,83,79,67,87,72,81,75,85,87,88,86,81,88,84,76,79,60,79,87,86,14,8,8,11
82,69,76,83,84,76,79.0,73,60,82,82,69,72,73,80,68,82,80,86,77,80,76,79,80,81,68,81,78,77,7,13,12,9
82,68,60,75,78,64,73.0,61,48,75,76,64,68,61,82,73,76,80,92,77,77,85,84,67,69,80,81,84,81,14,15,7,12
82,82,52,66,83,61,83.0,85,81,79,83,86,87,84,83,86,79,64,90,63,79,69,79,77,78,54,83,76,74,7,13,10,13
82,36,30,78,75,28,68.0,36,24,70,75,66,69,55,80,53,64,79,70,79,46,84,86,31,45,34,76,86,82,9,14,12,9
82,77,80,62,85,78,85.0,78,75,79,88,81,77,90,77,82,83,65,70,63,80,85,26,79,81,76,78,30,30,5,6,5,6
82,76,55,82,77,44,76.0,66,40,75,77,79,81,77,81,81,65,90,89,75,46,84,80,69,69,46,77,80,80,13,9,10,16
82,34,22,84,78,33,51.0,28,30,69,62,48,79,33,79,32,77,39,63,93,62,85,80,26,57,32,75,86,82,15,7,14,15
82,86,63,68,82,62,78.0,87,79,81,80,81,84,75,81,70,87,81,85,65,83,76,79,75,78,81,77,78,76,13,8,12,14
82,75,81,77,84,76,83.0,86,87,82,84,84,76,87,78,75,84,65,82,75,87,67,52,86,79,75,77,55,42,13,11,13,10
82,69,76,50,85,70,82.0,84,73,81,85,81,76,78,81,79,80,67,86,81,78,69,74,78,80,65,80,79,69,13,12,10,14
82,78,74,46,77,68,86.0,78,56,62,85,93,94,90,83,89,75,64,77,40,71,47,58,80,78,59,81,47,39,9,11,11,8
82,35,32,79,76,34,68.0,47,71,74,71,77,75,68,84,53,73,82,73,87,57,85,82,52,63,41,75,79,81,7,10,14,11
82,76,85,74,79,82,81.0,76,66,67,82,83,88,74,85,71,85,66,81,80,80,84,39,79,74,65,75,50,31,13,15,12,14
82,55,39,81,78,37,66.0,59,31,74,76,73,71,61,81,58,58,84,75,80,46,79,85,54,66,49,82,82,80,10,10,9,7
82,81,75,35,84,70,84.0,85,84,82,86,78,72,86,76,83,83,54,74,51,80,68,44,80,87,74,84,65,42,11,14,14,14
82,70,69,68,85,64,77.0,68,64,83,80,62,60,69,83,60,77,65,89,78,80,72,79,73,82,60,77,82,74,11,12,11,15
82,84,73,52,83,73,84.0,81,83,81,85,80,75,85,74,83,76,46,78,56,77,63,65,76,86,63,76,49,51,14,15,15,10
82,78,66,53,88,82,77.0,85,84,85,82,64,54,68,80,73,86,67,79,67,84,83,78,65,86,76,84,77,70,16,12,10,10
82,71,84,77,75,78,85.0,77,58,71,85,88,81,87,84,86,84,76,81,71,75,85,56,85,75,63,83,57,45,7,12,15,11
82,69,26,74,78,24,69.0,41,29,65,73,75,85,63,82,65,41,76,67,83,26,81,84,51,60,26,74,84,82,8,13,14,7
82,72,79,67,83,67,82.0,75,59,80,86,67,60,71,82,67,77,46,87,67,83,68,76,81,82,67,77,78,75,16,11,7,13
82,74,73,50,77,70,86.0,69,58,59,85,91,87,87,78,88,77,79,76,54,57,45,33,79,80,61,80,32,47,8,12,13,14
82,59,62,79,76,54,72.0,61,45,78,76,57,62,60,77,44,76,81,87,88,67,89,83,67,71,56,82,87,86,14,10,8,7
82,48,39,82,76,27,68.0,32,28,72,69,70,90,60,77,66,60,87,65,88,40,83,77,47,58,39,71,84,90,6,7,8,9
82,71,42,79,78,41,71.0,68,55,77,75,73,77,74,82,63,65,82,77,81,46,83,83,64,66,45,79,84,81,13,8,10,8
82,74,79,57,73,74,84.0,79,79,66,82,93,93,86,80,84,79,77,75,61,78,55,21,81,80,71,75,25,18,12,13,6,14
82,82,49,68,79,42,78.0,71,67,73,81,77,75,70,80,72,72,86,88,69,42,73,78,74,73,52,74,79,82,10,7,14,10
82,40,38,83,74,44,64.0,45,49,61,70,80,76,76,85,57,53,73,77,76,41,88,84,38,42,56,71,87,82,16,15,13,10
82,73,80,83,79,75,83.0,74,65,61,83,85,81,79,82,73,83,86,83,77,70,84,46,83,74,77,81,58,48,12,7,8,13
82,39,48,83,69,53,61.0,43,38,49,68,80,73,72,81,68,51,86,83,82,37,89,80,39,43,40,78,84,83,5,7,11,14
82,73,64,84,74,38,72.0,50,35,65,74,76,84,68,80,60,66,92,94,89,54,83,77,74,58,48,73,79,77,10,10,7,14
82,78,74,45,76,72,84.0,81,75,70,83,90,91,88,82,79,81,74,84,64,76,76,55,81,77,73,78,54,38,8,7,13,14
82,61,83,77,79,83,79.0,70,57,47,82,82,85,79,81,66,84,71,70,75,77,52,29,86,76,75,77,21,18,7,6,9,11
82,50,42,71,82,40,74.0,58,53,80,79,64,68,53,77,61,70,74,84,76,60,82,83,54,75,71,80,83,80,8,11,14,9
82,74,67,64,81,59,82.0,67,44,58,79,96,96,85,81,82,71,77,79,72,63,77,78,75,68,60,74,77,79,11,11,6,14
82,68,70,51,85,63,82.0,77,41,88,84,72,57,80,82,78,75,54,81,65,81,60,72,70,84,49,78,67,64,6,11,10,15
82,48,89,84,69,76,78.0,63,47,58,79,74,81,68,80,47,83,83,76,76,75,76,31,82,52,67,74,31,27,13,9,14,13
82,75,70,56,85,62,88.0,76,62,81,87,73,69,84,81,91,80,60,69,74,75,73,72,72,87,60,87,74,69,8,10,13,7
82,69,73,83,81,59,74.0,63,53,76,77,61,66,66,81,58,73,90,92,84,70,76,83,75,72,70,78,82,79,11,13,5,8
82,72,48,81,77,34,71.0,60,40,70,73,81,84,69,83,63,62,86,85,80,42,82,84,64,59,60,74,83,82,11,8,15,15
82,77,81,73,80,74,82.0,71,60,78,81,87,78,82,81,76,79,75,73,70,76,45,34,84,84,66,82,24,28,12,9,11,12
82,55,28,85,80,41,70.0,45,28,76,79,69,72,69,80,52,58,78,80,80,40,79,82,42,67,42,73,84,83,11,13,13,9
82,78,74,43,84,76,86.0,72,75,79,86,77,58,86,83,86,79,55,80,54,77,51,57,82,83,66,82,50,44,15,15,13,11
81,84,83,65,84,68,81.0,86,77,83,83,65,70,69,84,69,80,31,42,64,78,55,35,84,85,75,81,47,39,9,14,6,11
81,68,83,75,70,77,73.0,68,78,61,74,78,79,72,87,48,88,68,71,81,81,85,33,87,70,80,83,29,26,14,15,11,12
81,82,73,62,82,75,85.0,86,80,77,86,77,65,85,81,77,85,32,67,68,81,76,31,81,81,70,84,22,20,5,10,13,6
81,72,85,79,75,77,75.0,77,70,69,78,71,66,66,78,61,84,74,72,92,79,83,47,81,75,77,81,41,23,10,15,14,11
81,65,72,61,81,59,76.0,69,68,79,78,71,70,73,81,68,81,77,93,80,78,84,82,82,78,67,77,82,67,6,10,15,16
81,68,86,77,75,83,78.0,74,69,63,81,57,59,64,80,67,85,72,56,86,80,50,18,86,75,70,84,22,18,5,12,7,10
81,47,42,85,74,36,63.0,51,32,69,68,32,32,43,83,51,60,74,57,84,43,83,82,48,63,43,79,83,78,7,11,16,6
81,70,54,78,76,52,67.0,66,70,74,70,74,78,56,81,60,80,89,72,80,66,80,79,56,66,66,81,84,85,6,10,9,7
81,63,62,72,78,59,76.0,74,47,77,77,57,55,71,80,80,75,81,66,65,63,82,86,66,77,61,86,82,79,10,8,8,6
81,80,78,80,78,81,79.0,73,75,72,80,82,81,81,79,78,84,85,75,76,77,65,69,83,74,76,80,58,54,6,7,10,6
81,76,75,81,81,78,79.0,76,68,79,83,66,65,81,81,77,84,82,78,80,81,92,82,78,80,81,80,84,83,4,2,4,4
81,79,80,63,83,80,82.0,82,69,80,84,65,64,73,84,77,81,65,59,73,79,58,34,85,85,90,87,36,29,12,7,5,9
81,77,80,79,81,79,78.0,79,72,74,82,78,80,70,78,80,84,78,77,87,82,77,38,79,81,79,79,42,39,14,15,10,15
81,75,76,53,80,68,86.0,82,72,73,88,77,80,85,75,84,77,66,70,72,78,58,51,72,82,80,84,46,42,6,13,13,9
81,72,61,80,79,56,75.0,68,46,77,76,65,69,72,79,73,69,93,93,79,65,87,84,70,75,66,78,83,76,8,14,15,10
81,52,54,79,73,57,59.0,50,39,70,66,60,65,58,79,58,69,88,75,80,56,90,84,48,53,45,79,83,80,12,5,8,12
81,68,68,83,76,67,74.0,71,68,80,75,77,74,73,79,72,78,91,87,77,74,85,84,75,72,60,78,81,84,8,12,11,15
81,74,82,84,75,83,75.0,69,71,64,74,81,87,73,78,74,89,85,83,87,77,80,27,83,77,75,79,37,25,10,14,10,11
81,72,62,34,87,68,85.0,80,75,78,84,79,62,90,82,82,69,67,86,47,74,66,75,72,82,64,84,63,59,13,11,7,16
81,66,86,78,75,76,80.0,72,70,61,81,82,76,77,86,77,83,79,74,69,83,67,46,86,72,81,85,45,34,10,13,12,6
81,80,77,45,82,78,82.0,83,77,81,84,78,73,77,83,77,76,67,78,59,77,67,72,84,83,78,84,67,52,15,14,9,15
81,73,76,65,81,65,82.0,77,79,80,78,85,79,92,77,75,70,62,79,67,80,63,66,78,82,74,77,63,55,16,16,9,9
81,89,84,62,84,90,86.0,89,86,85,90,55,51,78,83,76,86,46,55,64,91,60,55,80,84,81,87,41,44,15,15,15,14
81,76,59,76,77,69,74.0,73,73,74,79,67,77,62,80,65,84,75,77,80,69,78,84,69,64,67,78,84,82,14,5,15,5
81,82,63,70,81,50,77.0,78,60,78,80,73,79,69,78,73,65,42,92,69,66,67,77,69,82,57,76,77,75,14,16,11,10
81,84,80,48,82,76,82.0,86,76,80,84,83,78,85,77,75,82,56,77,59,85,70,37,77,82,84,80,36,30,9,11,7,15
81,60,85,78,78,85,81.0,85,85,51,82,79,76,83,85,81,82,67,60,63,84,57,26,86,67,71,84,24,22,12,11,11,9
81,70,32,79,78,38,69.0,55,37,61,76,71,84,65,78,74,54,83,81,79,28,79,82,37,53,45,75,83,81,12,7,10,7
81,58,57,83,81,55,73.0,54,53,78,77,60,67,54,75,60,74,77,85,89,67,80,80,71,72,57,78,81,68,9,7,13,15
81,70,79,65,72,70,86.0,71,71,66,82,93,88,93,79,92,85,95,75,57,75,78,50,78,70,74,81,43,44,9,10,14,14
81,59,40,83,74,40,65.0,54,53,73,69,50,62,55,79,53,63,85,71,84,38,85,82,43,65,52,78,82,80,14,8,12,7
81,77,73,70,83,85,80.0,73,72,77,85,79,74,86,77,82,82,73,82,50,81,66,77,69,81,74,81,76,75,9,8,10,10
81,49,47,84,72,47,57.0,60,59,68,64,54,74,52,78,52,63,91,67,93,49,84,80,49,60,59,69,82,78,14,14,7,15
81,51,42,76,75,37,64.0,72,51,83,75,69,72,68,80,61,81,91,71,79,74,84,83,48,55,39,69,80,84,12,16,11,11
81,39,38,85,69,31,55.0,28,32,58,57,50,49,48,75,56,37,91,68,85,29,80,81,42,44,41,72,86,80,15,12,15,6
81,63,85,79,70,78,76.0,76,84,62,81,60,68,66,76,63,86,65,63,78,82,67,36,84,64,79,78,34,32,9,16,16,6
81,89,71,57,85,51,78.0,92,92,84,82,66,54,75,75,76,82,65,91,64,79,73,67,65,82,79,77,74,65,12,12,10,15
81,82,77,45,79,74,82.0,77,68,71,81,88,87,89,74,91,80,71,84,58,77,52,51,80,78,77,81,40,40,8,14,14,16
81,69,77,58,82,84,78.0,83,81,83,82,65,65,68,83,67,88,61,78,73,87,77,79,76,78,57,79,79,74,11,9,11,10
81,79,61,60,84,71,79.0,80,78,85,81,67,66,71,78,75,88,66,79,77,77,89,75,76,84,64,84,78,80,9,14,6,10
81,81,77,42,81,70,83.0,80,73,76,81,83,75,84,79,75,74,61,70,58,76,41,36,78,81,60,78,23,22,15,10,11,7
81,82,74,44,86,65,83.0,79,75,76,86,72,68,78,83,82,71,53,69,59,72,61,44,77,84,71,79,27,20,13,7,9,11
81,42,88,84,71,82,78.0,64,56,48,77,74,78,75,81,77,81,83,78,85,67,83,31,86,61,77,81,23,32,13,7,12,7
81,83,72,58,79,58,80.0,83,71,76,79,83,82,81,81,81,80,69,91,57,76,72,72,80,79,56,75,69,66,9,16,9,7
81,70,60,52,82,65,81.0,76,74,80,80,81,74,88,86,87,77,80,93,52,68,87,83,70,73,64,79,80,70,7,16,15,15
81,70,69,69,84,69,80.0,55,59,80,84,70,81,69,82,69,86,73,86,80,76,69,80,76,75,67,80,81,75,9,12,9,15
81,77,72,52,84,75,85.0,80,65,81,85,83,79,85,79,79,79,52,75,57,83,56,75,78,84,51,75,72,71,12,9,12,6
81,79,68,57,79,63,85.0,80,72,77,85,80,76,85,82,82,73,45,80,60,67,77,62,77,82,72,81,67,52,11,12,9,15
81,79,82,51,76,57,83.0,65,78,71,81,90,86,92,75,93,84,81,71,68,81,72,38,79,75,72,79,35,24,8,8,10,10
81,73,80,71,78,76,85.0,84,54,60,86,87,87,82,79,79,83,73,68,74,76,54,34,79,77,80,78,33,31,9,8,8,11
81,79,73,54,82,79,84.0,77,65,79,85,77,69,84,79,83,81,62,80,71,78,38,47,77,82,54,81,47,49,11,16,11,9
81,74,77,68,81,75,85.0,81,63,74,86,81,87,83,80,67,79,63,76,74,71,48,36,79,78,57,73,37,26,11,10,7,8
81,76,77,73,74,74,78.0,76,53,66,76,93,94,78,82,62,85,88,83,82,77,75,21,85,73,64,81,34,29,14,15,14,13
81,80,76,40,79,75,84.0,79,77,76,84,84,82,89,81,87,78,51,77,41,82,63,38,76,77,70,79,29,29,11,12,6,11
81,77,84,64,77,84,85.0,82,68,68,84,87,86,80,80,83,82,63,78,67,78,58,58,84,76,76,84,54,45,14,13,13,8
81,60,29,77,75,22,62.0,51,48,69,71,69,69,70,82,67,67,79,73,78,27,88,85,49,42,41,73,83,82,7,15,7,10
81,82,64,76,78,58,77.0,50,30,70,78,80,87,68,79,74,72,74,86,75,58,79,74,84,69,47,77,78,77,11,6,8,15
81,67,78,69,81,80,79.0,78,65,78,85,67,69,75,81,69,83,71,84,74,78,76,73,80,79,61,84,73,68,7,12,8,14
81,65,82,89,72,73,77.0,64,54,47,80,76,89,72,81,65,79,91,80,83,65,78,35,84,64,77,76,31,23,12,12,8,11
81,73,77,62,74,74,82.0,72,65,65,80,92,93,89,81,82,76,67,76,54,75,64,45,82,74,73,75,35,29,11,10,14,10
81,70,62,65,80,55,75.0,62,71,82,79,69,66,72,76,72,75,82,85,78,67,86,77,66,74,58,78,82,77,8,8,8,14
81,81,76,58,76,71,82.0,76,70,69,81,85,87,84,79,75,84,63,74,68,84,64,50,77,76,69,78,34,30,9,12,11,9
81,78,69,69,82,60,78.0,70,47,78,78,82,81,76,79,74,72,73,88,69,68,85,84,71,76,54,79,79,75,9,12,12,12
81,77,79,57,76,70,83.0,81,79,66,81,88,88,88,77,79,81,66,77,68,78,43,33,77,76,85,77,34,30,11,14,11,8
81,74,40,74,73,39,73.0,69,33,70,74,77,82,67,77,65,67,90,79,79,52,83,83,60,64,45,73,85,82,10,7,14,15
81,79,75,60,84,69,83.0,82,79,83,85,76,75,83,82,80,82,57,76,70,75,82,70,76,83,65,80,75,68,10,7,10,14
81,48,41,74,78,55,64.0,56,50,70,72,64,71,54,80,74,69,90,69,77,43,83,86,39,48,61,78,82,81,12,9,8,11
81,74,72,71,86,69,80.0,70,70,82,83,77,79,79,79,86,76,70,88,74,74,72,70,78,84,80,82,74,72,12,7,10,11
81,40,56,83,67,63,63.0,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62,70,85,84,18,12,14,18
81,81,59,66,81,64,76.0,70,66,71,72,92,93,81,82,78,73,75,91,73,73,69,74,69,64,65,74,72,69,12,15,9,14
81,61,53,70,82,57,77.0,54,57,78,76,75,78,72,80,77,60,40,91,56,59,75,82,58,77,77,81,86,80,15,14,14,9
81,56,85,83,73,82,72.0,59,67,47,74,74,82,60,84,47,85,85,52,82,82,65,32,83,58,77,79,27,24,8,11,20,20
81,82,51,69,78,47,79.0,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,77,81,16,15,15,7
81,68,85,82,71,72,77.0,59,49,60,77,77,76,75,82,66,79,81,72,87,76,62,11,85,70,87,78,11,18,9,12,7,7
81,79,73,74,85,70,81.0,85,86,81,85,73,74,69,77,73,90,74,81,79,87,78,66,77,84,83,75,72,50,6,6,12,13
81,81,74,59,83,59,85.0,81,76,80,86,81,78,85,78,83,79,59,74,63,76,59,69,78,81,65,79,72,70,5,6,10,7
81,71,74,60,82,71,83.0,80,73,79,84,72,76,76,82,79,77,79,84,74,74,78,72,80,82,75,84,72,63,14,9,12,11
81,77,78,56,85,66,79.0,80,82,82,81,75,80,75,83,73,77,58,81,70,76,65,74,78,81,86,76,79,68,6,14,7,11
81,78,78,46,77,66,81.0,76,69,68,81,85,86,81,82,79,80,59,73,64,79,48,43,81,79,54,75,47,44,6,5,11,10
81,70,76,59,86,68,85.0,80,72,80,86,78,73,84,82,83,72,66,76,69,75,69,69,78,84,74,82,68,58,14,6,11,10
81,83,67,44,78,59,82.0,68,58,75,81,93,92,89,78,89,53,39,86,56,57,66,73,74,74,55,76,75,69,14,6,11,11
81,86,48,69,79,46,77.0,82,76,71,80,78,81,72,75,85,75,73,79,83,66,74,75,66,70,50,72,80,74,8,12,7,11
81,81,68,57,81,55,80.0,78,48,79,81,78,80,78,82,83,73,77,88,66,65,76,73,79,78,47,74,78,77,13,7,9,11
81,75,84,40,83,79,84.0,77,72,78,84,77,76,83,84,87,81,43,85,58,76,64,66,84,81,74,86,57,50,15,11,15,8
81,75,73,28,78,63,85.0,66,41,70,82,96,92,92,77,93,73,62,70,44,54,51,48,77,76,42,75,35,46,8,9,8,14
81,82,52,72,78,45,78.0,73,45,70,81,84,87,75,77,74,72,64,77,65,58,76,78,75,73,42,74,79,79,11,14,9,12
81,39,54,82,81,33,69.0,46,32,80,72,74,75,67,77,65,74,78,75,81,30,80,83,34,66,77,80,84,77,5,10,13,15
81,80,70,54,79,80,84.0,83,61,69,87,85,83,77,80,73,74,66,85,77,83,67,55,77,78,65,83,64,58,14,5,10,5
81,81,64,70,77,59,81.0,81,57,75,81,85,83,85,80,81,76,77,84,70,68,78,77,76,73,54,79,78,79,12,7,11,15
81,68,68,50,85,45,84.0,73,51,80,83,81,76,88,81,89,62,65,86,53,65,59,68,77,86,53,84,73,63,12,7,11,8
80,85,68,68,86,76,80.0,84,82,83,85,55,45,75,75,85,77,69,75,57,77,74,70,68,83,70,89,70,68,13,15,15,13
80,52,28,80,74,46,60.0,34,37,65,71,51,53,45,82,57,42,80,67,80,24,82,81,30,57,44,81,83,81,12,16,16,8
80,80,80,90,83,73,78.0,78,68,82,85,45,37,54,83,61,85,92,75,86,86,84,69,85,83,85,85,74,63,14,16,14,15
80,78,73,74,83,77,80.0,80,70,82,82,69,67,76,77,72,82,73,71,75,81,60,71,81,83,70,84,67,62,8,6,4,14
80,79,75,69,80,69,77.0,78,84,81,80,73,75,73,80,71,85,68,87,73,80,74,79,76,78,61,77,76,75,11,9,10,13
80,84,71,72,80,63,87.0,84,67,77,91,74,73,80,77,78,81,74,67,70,70,77,79,80,78,59,79,77,78,12,5,5,9
80,85,75,59,83,76,82.0,83,74,80,83,71,68,81,75,73,80,40,69,72,77,57,37,79,83,79,74,37,39,11,15,9,12
80,45,47,77,62,44,63.0,34,27,61,62,65,62,59,77,53,66,80,69,88,24,85,80,38,47,41,82,81,79,7,4,8,11
80,78,55,72,77,58,74.0,74,52,70,77,62,68,69,82,69,74,74,69,64,61,77,81,72,71,61,76,83,81,7,5,9,5
80,73,80,59,82,87,74.0,73,68,79,79,70,71,69,80,83,93,74,69,84,90,85,68,81,81,63,83,83,79,11,11,14,11
80,52,42,82,77,47,61.0,49,49,70,72,59,55,57,74,53,67,89,67,82,43,81,79,48,52,50,78,81,79,6,8,15,15
80,51,25,82,70,30,62.0,51,36,69,63,50,61,52,77,51,68,81,64,81,46,78,82,44,55,39,75,83,80,5,3,5,4
80,76,74,59,79,82,83.0,78,74,77,83,80,76,84,79,87,80,85,68,68,76,64,46,81,80,69,75,44,35,10,10,15,13
80,82,75,65,80,84,81.0,73,65,60,85,76,78,84,70,80,78,68,73,53,76,54,54,78,78,62,79,32,32,8,5,14,11
80,75,61,55,85,77,83.0,83,73,81,84,63,69,73,76,80,80,63,65,66,77,68,66,78,82,75,80,67,67,6,11,5,8
80,44,28,81,66,30,64.0,41,70,68,66,65,67,61,83,66,75,76,80,79,62,82,80,40,50,64,86,85,80,11,12,16,8
80,69,64,63,82,53,80.0,68,41,81,81,68,68,74,81,77,75,78,75,78,72,88,80,77,80,52,78,81,80,9,9,8,15
80,73,76,72,75,72,84.0,79,64,66,83,88,84,86,77,78,79,83,75,63,72,68,60,83,74,76,84,59,55,9,11,9,14
80,73,75,60,82,73,81.0,78,74,80,82,79,74,76,80,76,72,68,87,68,74,70,70,78,79,72,78,74,73,4,5,3,8
80,68,61,65,85,63,77.0,69,63,77,79,70,66,76,80,70,75,72,73,78,67,87,78,73,79,73,80,79,80,9,11,7,13
80,81,72,42,88,71,81.0,82,78,76,81,76,72,82,80,80,72,66,91,68,76,69,49,77,82,76,81,52,40,12,16,11,15
80,63,72,75,78,75,72.0,54,62,81,79,67,69,59,80,53,82,74,78,83,78,80,77,72,69,78,80,76,72,15,14,8,7
80,81,72,66,84,79,77.0,81,81,82,81,62,55,69,79,68,88,58,76,66,86,76,73,79,81,82,81,72,60,9,9,11,10
80,57,55,78,79,43,73.0,66,51,79,78,71,71,71,82,71,73,88,69,74,68,77,83,61,76,52,76,80,81,10,15,13,8
80,81,77,61,83,64,82.0,84,74,78,83,73,72,78,79,80,75,31,71,59,77,49,58,81,83,69,76,54,49,16,7,15,14
80,74,83,74,73,78,76.0,72,57,64,75,91,90,83,81,72,81,84,80,77,72,72,39,83,73,72,75,29,21,6,13,6,6
80,77,66,53,81,68,77.0,75,75,83,78,68,63,79,81,86,78,61,80,64,77,84,83,68,79,75,73,74,74,15,7,12,13
80,69,82,73,81,72,81.0,80,76,74,83,74,71,72,85,74,77,82,75,74,73,69,42,81,80,69,81,44,28,14,16,7,12
80,80,60,59,81,55,81.0,65,50,67,81,84,80,72,81,82,75,59,86,75,65,63,79,82,71,51,79,74,75,8,8,14,10
80,73,41,81,80,49,70.0,67,49,78,76,67,65,73,79,64,52,80,65,78,49,76,83,67,71,35,78,80,81,15,16,9,14
80,74,71,55,85,75,84.0,80,61,80,84,74,68,83,77,80,80,75,66,67,79,70,70,77,83,67,82,74,66,11,6,15,7
80,53,65,83,72,64,61.0,58,66,80,65,65,74,63,76,63,83,86,76,83,71,81,78,68,65,61,78,85,82,14,14,9,10
80,72,68,41,81,68,78.0,60,70,80,81,68,69,69,83,62,73,55,87,69,75,72,79,78,79,61,83,79,73,12,8,9,13
80,79,74,64,81,77,82.0,77,76,77,84,76,73,80,78,74,80,77,68,67,78,56,66,78,81,65,82,64,44,11,13,5,8
80,70,31,57,80,48,77.0,65,62,78,82,64,52,82,78,88,62,79,91,66,34,82,78,65,74,58,75,77,75,14,10,14,9
80,81,44,73,76,53,74.0,70,57,70,77,77,81,66,74,70,75,84,85,73,58,75,79,65,68,52,67,80,77,15,11,10,12
80,74,75,54,83,68,83.0,78,74,77,84,69,61,77,81,85,75,61,84,60,76,59,55,81,84,77,83,52,36,10,8,14,8
80,77,78,62,81,72,82.0,84,81,76,84,74,76,79,77,69,76,69,76,68,77,65,37,77,79,78,80,38,38,16,15,16,11
80,69,84,71,77,78,79.0,74,81,69,79,76,78,80,81,77,80,85,77,76,81,58,38,82,78,75,75,41,34,13,12,13,16
80,80,78,70,82,74,80.0,83,72,75,82,82,76,85,82,68,82,76,79,67,80,56,42,81,78,78,76,29,31,8,11,14,9
80,61,51,78,76,65,67.0,72,62,73,73,64,65,58,78,64,83,81,64,84,70,80,81,51,58,59,74,80,79,15,10,14,15
80,83,71,47,83,62,82.0,81,79,82,82,70,65,86,77,90,77,36,78,63,80,83,78,74,84,75,83,71,69,12,11,15,10
80,42,82,85,74,83,74.0,57,46,49,79,58,73,67,80,52,81,82,69,91,65,70,36,81,75,88,81,61,55,6,7,14,6
80,57,40,80,78,49,60.0,36,38,74,69,53,68,47,74,34,67,75,65,80,56,86,80,52,47,48,69,83,80,13,14,12,8
80,60,50,84,76,40,65.0,53,33,70,69,52,58,52,77,59,58,85,68,86,46,77,80,29,60,48,72,83,79,16,7,8,11
80,59,84,71,73,84,77.0,54,46,59,79,76,77,73,83,75,83,73,78,74,75,69,35,85,61,82,80,36,38,15,13,15,8
80,53,85,77,69,73,79.0,68,57,55,79,85,89,90,79,89,84,91,60,69,66,66,20,83,58,79,75,20,15,12,14,14,8
80,78,79,66,79,69,81.0,75,76,73,80,87,88,85,82,78,81,79,81,64,76,65,38,81,81,74,79,48,40,10,13,6,13
80,74,80,84,80,84,78.0,70,59,71,80,75,79,71,78,63,78,88,88,83,75,72,36,82,78,69,80,34,23,14,15,9,9
80,78,49,69,76,44,76.0,66,54,64,77,76,74,71,78,80,68,76,78,59,47,82,79,67,68,46,74,81,80,7,10,12,6
80,72,80,79,82,79,82.0,77,60,80,84,67,68,76,80,66,78,71,80,75,74,70,60,82,82,80,85,65,60,7,6,9,8
80,90,65,60,78,45,75.0,80,75,76,77,80,83,76,79,74,82,71,89,69,63,73,75,68,73,60,76,75,75,15,12,11,11
80,76,64,55,84,69,83.0,74,67,79,85,71,68,80,75,77,76,62,80,65,72,60,73,74,82,66,82,73,65,6,15,8,8
80,49,36,79,79,25,68.0,41,39,71,73,60,69,61,79,60,31,75,68,73,20,73,82,32,62,36,76,84,82,10,12,8,8
80,81,56,60,80,54,77.0,80,58,67,77,81,83,81,74,86,83,81,93,86,67,86,76,76,75,54,78,78,76,12,13,6,11
80,76,64,71,77,60,76.0,69,69,71,75,85,83,78,76,78,72,83,89,75,69,74,77,70,64,59,72,78,75,8,10,8,7
80,65,75,83,82,60,78.0,66,67,84,82,69,64,75,82,76,85,83,77,76,82,83,76,79,80,61,75,77,72,7,10,14,14
80,81,76,60,80,65,79.0,77,75,75,79,84,83,83,77,82,84,63,84,66,77,76,53,77,77,77,76,54,55,13,6,6,11
80,58,42,77,77,35,71.0,52,29,71,73,82,83,69,80,62,57,82,81,83,36,76,82,36,67,39,79,82,81,7,10,15,15
80,62,74,42,83,71,85.0,64,70,75,86,77,65,88,80,90,76,52,73,59,73,78,76,74,80,58,81,64,62,7,14,15,9
80,62,42,76,79,38,72.0,64,59,80,77,61,65,62,83,60,72,77,77,76,52,83,82,51,72,54,83,81,78,12,16,8,9
80,72,59,78,74,41,71.0,45,22,63,73,81,89,63,81,60,58,82,82,76,31,72,81,70,55,26,68,81,86,8,12,10,7
